Name,Category,Investment Horizon,NAV,Date,NAV_Category
Groww Liquid Fund ( formerly known as Indiabulls Liquid )Fund - Direct Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2436.4375,"Fri, 25 Oct 2024 00:00:00",High
Tata Treasury Advantage Fund Direct Plan - Periodic Payout of IDCW Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,2431.1003,"Fri, 25 Oct 2024 00:00:00",High
Union Liquid Fund - Direct Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2425.1853,"Fri, 25 Oct 2024 00:00:00",High
Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Regular Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2408.6968,"Fri, 25 Oct 2024 00:00:00",High
Union Liquid Fund - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2397.366,"Fri, 25 Oct 2024 00:00:00",High
Taurus Liquid Fund-Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,2368.5909,"Tue, 03 Nov 2020 00:00:00",High
Tata Treasury Advantage Fund Regular Plan - Periodic Payout of IDCW Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,2368.2678,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Money Market Fund - Direct Plan Growth Plan - Bonus Option,Debt Scheme - Money Market Fund,Short-Term Schemes,2344.3248,"Fri, 25 Oct 2024 00:00:00",High
DSP Strategic Bond Fund - Direct Plan - IDCW,Debt Scheme - Dynamic Bond,Short-Term Schemes,2333.721,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Gilt Fund - Direct Plan - Monthly IDCW (Reinvestment),Debt Scheme - Gilt Fund,Short-Term Schemes,2331.6571,"Fri, 25 Oct 2024 00:00:00",High
Mirae Asset Low Duration Fund - Direct Plan - Growth,Debt Scheme - Low Duration Fund,Short-Term Schemes,2327.8633,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Banking and PSU Fund - Direct Plan -  Growth Option,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,2293.0521,"Fri, 25 Oct 2024 00:00:00",High
Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund) - Direct Plan - Growth Option,Debt Scheme - Short Duration Fund,Short-Term Schemes,2251.0334,"Fri, 25 Oct 2024 00:00:00",High
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Direct Plan - Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2221.1689,"Fri, 25 Oct 2024 00:00:00",High
Axis Liquid Fund - Direct plan - Bonus Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2215.5705,"Tue, 05 May 2020 00:00:00",High
Edelweiss Liquid Fund - Regular Plan Annual - IDCW Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2204.3599,"Fri, 25 Oct 2024 00:00:00",High
UTI Low Duration Fund - Direct Plan - Bonus Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,2199.7192,"Mon, 01 Mar 2021 00:00:00",High
Invesco India Short Duration Fund - Plan B - Monthly IDCW (Payout / Reinvestment),Debt Scheme - Short Duration Fund,Short-Term Schemes,2199.2806,"Fri, 25 Oct 2024 00:00:00",High
CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,2198.7875,"Fri, 25 Oct 2024 00:00:00",High
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2198.663,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,2183.2405,"Fri, 25 Oct 2024 00:00:00",High
Edelweiss Liquid Fund - Direct Plan weekly - IDCW Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2174.2846,"Fri, 25 Oct 2024 00:00:00",High
SBI Magnum Ultra Short Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,2161.2535,"Fri, 25 Oct 2024 00:00:00",High
CANARA ROBECO LIQUID FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),Debt Scheme - Liquid Fund,Short-Term Schemes,2157.0728,"Sat, 26 Oct 2024 00:00:00",High
Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option,Debt Scheme - Liquid Fund,Short-Term Schemes,2156.8863,"Fri, 25 Oct 2024 00:00:00",High
Mirae Asset Low Duration Fund - Regular Plan - Growth,Debt Scheme - Low Duration Fund,Short-Term Schemes,2147.977,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Banking and PSU Fund - Growth Option,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,2147.3731,"Fri, 25 Oct 2024 00:00:00",High
SBI Magnum Ultra Short Duration Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,2142.3439,"Fri, 25 Oct 2024 00:00:00",High
UTI Low Duration Fund - Discontinued - Quarterly Dividend Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,2105.4429,"Fri, 25 Oct 2024 00:00:00",High
UTI Ultra Short Duration Fund - Direct Plan - Flexi IDCW,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,2095.4249,"Fri, 25 Oct 2024 00:00:00",High
Kotak Corporate Bond Fund- Institutional Plan-Growth Option,Debt Scheme - Corporate Bond Fund,Short-Term Schemes,2090.4924,"Fri, 21 Oct 2016 00:00:00",High
Nippon India Low Duration Fund -Growth Plan -Bonus Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,2065.8649,"Fri, 25 Oct 2024 00:00:00",High
HDFC Flexi Cap Fund - Growth Option - Direct Plan,Equity Scheme - Flexi Cap Fund,Long-Term Schemes,2040.747,"Fri, 25 Oct 2024 00:00:00",High
Kotak Coporate Bond Fund- Retail Plan-Growth Option,Debt Scheme - Corporate Bond Fund,Short-Term Schemes,2034.9063,"Fri, 21 Oct 2016 00:00:00",High
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),Debt Scheme - Credit Risk Fund,Short-Term Schemes,1997.0922,"Fri, 25 Oct 2024 00:00:00",High
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - IDCW Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,1987.7852,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Credit Risk Fund - Direct Plan - Growth,Debt Scheme - Credit Risk Fund,Short-Term Schemes,1982.2977,"Fri, 25 Oct 2024 00:00:00",High
Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund )- Regular Plan - Growth Option,Debt Scheme - Short Duration Fund,Short-Term Schemes,1973.7668,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Ultra Short Duration Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,1945.615,"Fri, 25 Oct 2024 00:00:00",High
Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,Equity Scheme - Flexi Cap Fund,Long-Term Schemes,1943.93,"Thu, 24 Oct 2024 00:00:00",High
360 ONE LIQUID FUND DIRECT PLAN  GROWTH,Debt Scheme - Liquid Fund,Short-Term Schemes,1931.4449,"Fri, 25 Oct 2024 00:00:00",High
360 ONE LIQUID FUND REGULAR PLAN  GROWTH,Debt Scheme - Liquid Fund,Short-Term Schemes,1920.8687,"Fri, 25 Oct 2024 00:00:00",High
NIPPON INDIA LOW DURATION FUND - IDCW Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,1891.333,"Fri, 25 Oct 2024 00:00:00",High
Edelweiss Liquid Fund - Direct Plan - Bonus Option,Debt Scheme - Liquid Fund,Short-Term Schemes,1890.1832,"Fri, 25 Oct 2024 00:00:00",High
HDFC Flexi Cap Fund - Growth Plan,Equity Scheme - Flexi Cap Fund,Long-Term Schemes,1875.407,"Fri, 25 Oct 2024 00:00:00",High
Edelweiss Liquid Fund - Regular Plan - Bonus Option,Debt Scheme - Liquid Fund,Short-Term Schemes,1855.7642,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment),Debt Scheme - Corporate Bond Fund,Short-Term Schemes,1854.6069,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Ultra Short Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,1851.4724,"Fri, 25 Oct 2024 00:00:00",High
Axis Treasury Advantage Fund - Direct Plan - Bonus Option,Debt Scheme - Low Duration Fund,Short-Term Schemes,1847.5931,"Mon, 10 Apr 2017 00:00:00",High
UTI Low Duration Fund - Direct Plan - Quarterly IDCW,Debt Scheme - Low Duration Fund,Short-Term Schemes,1832.4866,"Fri, 25 Oct 2024 00:00:00",High
UTI Liquid Fund - Direct Plan - Annual IDCW,Debt Scheme - Liquid Fund,Short-Term Schemes,1812.7773,"Fri, 25 Oct 2024 00:00:00",High
UTI Liquid Fund - Regular Plan - Annual IDCW,Debt Scheme - Liquid Fund,Short-Term Schemes,1802.2285,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Credit Risk Fund - Regular Plan - Growth,Debt Scheme - Credit Risk Fund,Short-Term Schemes,1795.2413,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment),Debt Scheme - Credit Risk Fund,Short-Term Schemes,1794.6817,"Fri, 25 Oct 2024 00:00:00",High
UTI Ultra Short Duration Fund - Direct Plan - Quarterly IDCW,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,1793.2513,"Fri, 25 Oct 2024 00:00:00",High
UTI Overnight Fund - Direct Plan - Periodic IDCW,Debt Scheme - Overnight Fund,Short-Term Schemes,1784.4346,"Fri, 25 Oct 2024 00:00:00",High
Franklin India Flexi Cap Fund - Direct - Growth,Equity Scheme - Flexi Cap Fund,Long-Term Schemes,1770.498,"Fri, 25 Oct 2024 00:00:00",High
UTI Money Market Fund - Direct Plan - Annual IDCW,Debt Scheme - Money Market Fund,Short-Term Schemes,1756.8475,"Fri, 25 Oct 2024 00:00:00",High
Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,Equity Scheme - Flexi Cap Fund,Long-Term Schemes,1749.42,"Thu, 24 Oct 2024 00:00:00",High
UTI Money Market Fund - Regular Plan - Annual IDCW,Debt Scheme - Money Market Fund,Short-Term Schemes,1742.9346,"Fri, 25 Oct 2024 00:00:00",High
UTI Overnight Fund - Regular Plan - Periodic IDCW,Debt Scheme - Overnight Fund,Short-Term Schemes,1733.4231,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment),Debt Scheme - Corporate Bond Fund,Short-Term Schemes,1721.1889,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Money Market Fund-Growth Plan-Bonus Option,Debt Scheme - Money Market Fund,Short-Term Schemes,1713.3216,"Wed, 14 Aug 2019 00:00:00",High
UTI Liquid Fund - Direct Plan - Quarterly IDCW,Debt Scheme - Liquid Fund,Short-Term Schemes,1712.0443,"Fri, 25 Oct 2024 00:00:00",High
UTI Liquid Fund - Regular Plan - Quarterly IDCW,Debt Scheme - Liquid Fund,Short-Term Schemes,1701.7025,"Fri, 25 Oct 2024 00:00:00",High
Mahindra Manulife Low Duration Fund - Direct Plan -Growth,Debt Scheme - Low Duration Fund,Short-Term Schemes,1660.2113,"Fri, 25 Oct 2024 00:00:00",High
UTI Money Market Fund - Direct Plan - Half-Yearly IDCW,Debt Scheme - Money Market Fund,Short-Term Schemes,1653.8834,"Fri, 25 Oct 2024 00:00:00",High
UTI Money Market Fund - Regular Plan - Half-Yearly IDCW,Debt Scheme - Money Market Fund,Short-Term Schemes,1644.3557,"Fri, 25 Oct 2024 00:00:00",High
Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option,Debt Scheme - Liquid Fund,Short-Term Schemes,1643.7337,"Sat, 26 Oct 2024 00:00:00",High
Aditya Birla Sun Life Equity Hybrid'95 Fund - Direct Plan-Growth,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,1639.67,"Fri, 25 Oct 2024 00:00:00",High
Mahindra Manulife Liquid Fund - Direct Plan -Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,1637.611,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years,Debt Scheme - Liquid Fund,Short-Term Schemes,1635.9541,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years,Debt Scheme - Liquid Fund,Short-Term Schemes,1635.8617,"Fri, 25 Oct 2024 00:00:00",High
PGIM India Dynamic Bond Fund-Bonus Option,Debt Scheme - Dynamic Bond,Short-Term Schemes,1631.8015,"Wed, 21 Jun 2017 00:00:00",High
Mahindra Manulife Liquid Fund - Regular Plan - Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,1621.4593,"Fri, 25 Oct 2024 00:00:00",High
Franklin India ELSS Tax Saver Fund - Direct - Growth,Equity Scheme - ELSS,Long-Term Schemes,1609.3343,"Fri, 25 Oct 2024 00:00:00",High
Franklin India Flexi Cap Fund - Growth,Equity Scheme - Flexi Cap Fund,Long-Term Schemes,1599.5322,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Low Duration Fund - Regular Daily IDCW (Reinvestment),Debt Scheme - Low Duration Fund,Short-Term Schemes,1599.4064,"Fri, 25 Oct 2024 00:00:00",High
NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION,Debt Scheme - Liquid Fund,Short-Term Schemes,1587.1282,"Fri, 25 Oct 2024 00:00:00",High
NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,Debt Scheme - Liquid Fund,Short-Term Schemes,1583.8258,"Fri, 25 Oct 2024 00:00:00",High
UTI Money Market Fund - Direct Plan - Quarterly IDCW,Debt Scheme - Money Market Fund,Short-Term Schemes,1570.8104,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Gilt Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),Debt Scheme - Gilt Fund,Short-Term Schemes,1569.0308,"Fri, 25 Oct 2024 00:00:00",High
PGIM India Dynamic Bond Fund - Direct Plan-Monthly Dividend Option,Debt Scheme - Dynamic Bond,Short-Term Schemes,1564.4811,"Fri, 05 Mar 2021 00:00:00",High
HSBC Liquid Fund - Institutional Daily IDCW,Debt Scheme - Liquid Fund,Short-Term Schemes,1562.8262,"Fri, 25 Oct 2024 00:00:00",High
UTI Ultra Short Duration Fund - Regular Plan - Flexi IDCW,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,1560.3751,"Fri, 25 Oct 2024 00:00:00",High
Mahindra Manulife Low Duration Fund - Regular Plan - Growth,Debt Scheme - Low Duration Fund,Short-Term Schemes,1556.083,"Fri, 25 Oct 2024 00:00:00",High
Aditya Birla Sun Life MNC Fund - Growth - Direct Plan,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,1537.0,"Thu, 24 Oct 2024 00:00:00",High
Axis Banking & PSU Debt Fund - Direct Plan - Bonus Option,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,1532.8272,"Wed, 14 Jun 2017 00:00:00",High
SBI Magnum Low Duration Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme - Low Duration Fund,Short-Term Schemes,1531.0249,"Fri, 25 Oct 2024 00:00:00",High
NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION,Debt Scheme - Liquid Fund,Short-Term Schemes,1530.3,"Fri, 25 Oct 2024 00:00:00",High
NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,Debt Scheme - Liquid Fund,Short-Term Schemes,1530.3,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Gilt Fund - Monthly IDCW (Reinvestment),Debt Scheme - Gilt Fund,Short-Term Schemes,1529.9017,"Fri, 25 Oct 2024 00:00:00",High
NIPPON INDIA LIQUID FUND - DIRECT Plan - DAILY IDCW OPTION,Debt Scheme - Liquid Fund,Short-Term Schemes,1528.74,"Fri, 25 Oct 2024 00:00:00",High
NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,Debt Scheme - Liquid Fund,Short-Term Schemes,1528.74,"Fri, 25 Oct 2024 00:00:00",High
Franklin India Short Term Income Plan -  Retail Plan - Direct - Quarterly - IDCW,Debt Scheme - Short Duration Fund,Short-Term Schemes,1526.9039,"Fri, 25 Oct 2024 00:00:00",High
NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,Debt Scheme - Liquid Fund,Short-Term Schemes,1524.28,"Fri, 25 Oct 2024 00:00:00",High
UTI Money Market Fund - Direct Plan - Flexi IDCW,Debt Scheme - Money Market Fund,Short-Term Schemes,1517.2261,"Fri, 25 Oct 2024 00:00:00",High
Franklin India Liquid Fund - Regular Plan - Daily - IDCW,Debt Scheme - Liquid Fund,Short-Term Schemes,1509.3204,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Vision Fund - Direct Plan Growth Plan - Growth Option,Equity Scheme - Large & Mid Cap Fund,Long-Term Schemes,1497.2255,"Fri, 25 Oct 2024 00:00:00",High
Franklin India Short Term Income Plan -  Retail Plan - Quarterly - IDCW,Debt Scheme - Short Duration Fund,Short-Term Schemes,1494.8231,"Fri, 25 Oct 2024 00:00:00",High
UTI Liquid Fund - Direct Plan - Flexi IDCW,Debt Scheme - Liquid Fund,Short-Term Schemes,1493.0849,"Fri, 25 Oct 2024 00:00:00",High
CANARA ROBECO ULTRA SHORT TERM FUND- REGULAR PLAN - IDCW (Payout),Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,1489.7308,"Fri, 25 Oct 2024 00:00:00",High
UTI Liquid Fund - Regular Plan - Flexi IDCW,Debt Scheme - Liquid Fund,Short-Term Schemes,1485.3571,"Fri, 25 Oct 2024 00:00:00",High
UTI - Floater Fund - Direct Plan - Growth Option,Debt Scheme - Floater Fund,Short-Term Schemes,1484.8297,"Fri, 25 Oct 2024 00:00:00",High
Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Growth,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,1484.4327,"Fri, 25 Oct 2024 00:00:00",High
Aditya Birla Sun Life Equity Hybrid'95 Fund - Regular Plan-Growth,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,1472.19,"Fri, 25 Oct 2024 00:00:00",High
Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Growth,Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,1467.1888,"Fri, 25 Oct 2024 00:00:00",High
Kotak Low Duration Fund - Direct Plan- Standard Income Distribution cum capital withdrawal option,Debt Scheme - Low Duration Fund,Short-Term Schemes,1466.2188,"Fri, 25 Oct 2024 00:00:00",High
Franklin India Short Term Income Plan -  Retail Plan - Direct - Monthly - IDCW,Debt Scheme - Short Duration Fund,Short-Term Schemes,1465.75,"Fri, 25 Oct 2024 00:00:00",High
KOTAK FLOATING RATE FUND-DIRECT PLAN-GROWTH OPTION,Debt Scheme - Floater Fund,Short-Term Schemes,1458.7067,"Fri, 25 Oct 2024 00:00:00",High
SBI Magnum Low Duration Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme - Low Duration Fund,Short-Term Schemes,1457.489,"Fri, 25 Oct 2024 00:00:00",High
Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund) - Direct Plan - Growth option,Debt Scheme - Dynamic Bond,Short-Term Schemes,1455.8635,"Fri, 25 Oct 2024 00:00:00",High
Mirae Asset Low Duration Fund - Direct Plan - Weekly IDCW,Debt Scheme - Low Duration Fund,Short-Term Schemes,1455.1869,"Fri, 25 Oct 2024 00:00:00",High
Franklin India ELSS Tax Saver Fund-Growth,Equity Scheme - ELSS,Long-Term Schemes,1451.7392,"Fri, 25 Oct 2024 00:00:00",High
UTI Low Duration Fund - Direct Plan - Flexi IDCW,Debt Scheme - Low Duration Fund,Short-Term Schemes,1450.4391,"Fri, 25 Oct 2024 00:00:00",High
Sundaram Mid Cap Fund Direct Plan - Growth,Equity Scheme - Mid Cap Fund,Long-Term Schemes,1450.3699,"Fri, 25 Oct 2024 00:00:00",High
UTI Money Market Fund - Direct Plan - Monthly IDCW,Debt Scheme - Money Market Fund,Short-Term Schemes,1448.884,"Fri, 25 Oct 2024 00:00:00",High
HDFC ELSS Tax saver - Growth Option - Direct Plan,Equity Scheme - ELSS,Long-Term Schemes,1442.634,"Fri, 25 Oct 2024 00:00:00",High
Franklin India Short Term Income Plan -  Retail Plan - Monthly - IDCW,Debt Scheme - Short Duration Fund,Short-Term Schemes,1436.9029,"Fri, 25 Oct 2024 00:00:00",High
UTI Ultra Short Duration Fund - Direct Plan - Daily IDCW (Reinvestment),Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,1436.8272,"Fri, 25 Oct 2024 00:00:00",High
KOTAK FLOATING RATE FUND-REGULAR PLAN-GROWTH OPTION,Debt Scheme - Floater Fund,Short-Term Schemes,1428.9305,"Fri, 25 Oct 2024 00:00:00",High
UTI - Floater Fund - Regular Plan  - Growth Option,Debt Scheme - Floater Fund,Short-Term Schemes,1423.0041,"Fri, 25 Oct 2024 00:00:00",High
Baroda BNP Paribas Liquid Fund - Plan C,Debt Scheme - Liquid Fund,Short-Term Schemes,1422.9738,"Mon, 14 Mar 2022 00:00:00",High
UTI Liquid Fund - Direct Plan - Half-Yearly IDCW,Debt Scheme - Liquid Fund,Short-Term Schemes,1416.0162,"Fri, 25 Oct 2024 00:00:00",High
Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund) - Regular Plan - Growth option,Debt Scheme - Dynamic Bond,Short-Term Schemes,1403.6518,"Fri, 25 Oct 2024 00:00:00",High
UTI Floater Fund - Direct Plan - Flexi IDCW,Debt Scheme - Floater Fund,Short-Term Schemes,1398.8212,"Fri, 25 Oct 2024 00:00:00",High
Nippon India Vision Fund-GROWTH PLAN-Growth Option,Equity Scheme - Large & Mid Cap Fund,Long-Term Schemes,1398.4833,"Fri, 25 Oct 2024 00:00:00",High
Parag Parikh Liquid Fund- Direct Plan- Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,1394.6808,"Fri, 25 Oct 2024 00:00:00",High
BARODA BNP PARIBAS LIQUID FUND PLAN C IDCW UPTO 3YRS,Debt Scheme - Liquid Fund,Short-Term Schemes,1391.4327,"Mon, 14 Mar 2022 00:00:00",High
Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,1387.97,"Thu, 24 Oct 2024 00:00:00",High
BARODA BNP PARIBAS LIQUID FUND PLAN C REDEMPTION UPTO 3YRS,Debt Scheme - Liquid Fund,Short-Term Schemes,1387.3652,"Mon, 14 Mar 2022 00:00:00",High
Parag Parikh Liquid Fund- Regular Plan- Growth,Debt Scheme - Liquid Fund,Short-Term Schemes,1385.5851,"Fri, 25 Oct 2024 00:00:00",High
Invesco India Ultra Short Duration Fund - Direct Plan - Daily IDCW (Reinvestment),Debt Scheme - Ultra Short Duration Fund,Short-Term Schemes,1384.9823,"Fri, 25 Oct 2024 00:00:00",High
NIPPON INDIA GROWTH FUND - INSTITUTIONAL Plan - IDCW Option,Equity Scheme - Mid Cap Fund,Long-Term Schemes,1381.7678,"Fri, 25 Oct 2024 00:00:00",High
